# submitted_id	current_id	converted_id	current_symbol
CG6227	FBgn0030631	FBgn0030631	CG6227
CG5450	FBgn0026141	FBgn0026141	Cdlc2
CG11703	FBgn0038690	FBgn0038690	CG11703
CG5711	FBgn0000120	FBgn0000120	Arr1
CG2253	FBgn0029992	FBgn0029992	Upf2
CG6000	FBgn0039145	FBgn0039145	CG6000
CG12744	FBgn0033459	FBgn0033459	CG12744
CG10035	FBgn0038028	FBgn0038028	CG10035
CG5436	FBgn0001230	FBgn0001230	Hsp68
CG33483	FBgn0053483	FBgn0053483	CG33483
CG10317	FBgn0038423	FBgn0038423	CG10317
CG33886	FBgn0053886	FBgn0053886	His2B:CG33886
CG5451	FBgn0038666	FBgn0038666	Smu1
CG33107	FBgn0053107	FBgn0053107	CG33107
CG9253	FBgn0032919	FBgn0032919	CG9253
CG6134	FBgn0003495	FBgn0003495	spz
CG17982	FBgn0030006	FBgn0030006	CG17982
CG34361	FBgn0085390	FBgn0085390	Dgk
CG15304	FBgn0083167	FBgn0083167	Neb-cGP
CG12124	FBgn0260789	FBgn0260789	mxc
CG11635	FBgn0033283	FBgn0033283	CG11635
CG4485	FBgn0015038	FBgn0015038	Cyp9b1
CG7456	FBgn0032258	FBgn0032258	CG7456
CG33813	FBgn0053813	FBgn0053813	His1:CG33813
CG10805	FBgn0086451	FBgn0086451	l(2)k09022
CG30280	FBgn0050280	FBgn0050280	CG30280
CG7904	FBgn0003169	FBgn0003169	put
CG5003	FBgn0039554	FBgn0039554	CG5003
CG33490	FBgn0053490	FBgn0053490	CG33490
CG6793	FBgn0036242	FBgn0036242	CG6793
CG10846	FBgn0040228	FBgn0040228	DCTN5-p25
CG3443	FBgn0003048	FBgn0003048	pcx
CG2260	FBgn0030000	FBgn0030000	CG2260
CG9143	FBgn0034496	FBgn0034496	CG9143
CG10584	FBgn0037045	FBgn0037045	CG10584
CG13434	FBgn0034523	FBgn0034523	Nnf1a
CG2508	FBgn0032863	FBgn0032863	Cdc23
CG3073	FBgn0027296	FBgn0027296	temp
CG4164	FBgn0262510	FBgn0262510	CR43080
CG4164	FBgn0031256	FBgn0031256	shv
CG16874	FBgn0014076	FBgn0014076	Vm32E
CG14906	FBgn0015351	FBgn0015351	CG14906
CG30163	FBgn0050163	FBgn0050163	Cpr60D
CG32313	FBgn0052313	FBgn0052313	CG32313
CG6796	FBgn0034177	FBgn0034177	AsnRS-m
CG4911	FBgn0035959	FBgn0035959	CG4911
CG4625	FBgn0040212	FBgn0040212	Dhap-at
CG1967	FBgn0030341	FBgn0030341	p24-1
CG8852	FBgn0031548	FBgn0031548	CG8852
CG42320	FBgn0265998	FBgn0265998	Doa
CG7913	FBgn0042693	FBgn0042693	wrd
CG11254	FBgn0016034	FBgn0016034	mael
CG34215	FBgn0085244	FBgn0085244	CG34215
CG11715	FBgn0030304	FBgn0030304	Cyp4g15
CG4467	FBgn0039064	FBgn0039064	CG4467
CG33082	FBgn0053082	FBgn0053082	CG33082
CG17280	FBgn0034877	FBgn0034877	levy
CG17280	FBgn0074465	FBgn0074465	Dpse\GA14437
CG32398	FBgn0052398	FBgn0052398	CG32398
CG4000	FBgn0038820	FBgn0038820	CG4000
CG30190	FBgn0261564	FBgn0261564	ReepA
CG4592	FBgn0032162	FBgn0032162	CG4592
CG18005	FBgn0037660	FBgn0037660	beag
CG4261	FBgn0022787	FBgn0022787	Hel89B
CG9015	FBgn0000577	FBgn0000577	en
CG7203	FBgn0031942	FBgn0031942	CG7203
CG1620	FBgn0033183	FBgn0033183	CG1620
CG12605	FBgn0035481	FBgn0035481	CG12605
CG6420	FBgn0039451	FBgn0039451	CG6420
CG13590	FBgn0035012	FBgn0035012	CG13590
CG1763	FBgn0002948	FBgn0002948	nod
CG11522	FBgn0039857	FBgn0039857	RpL6
CG7896	FBgn0039728	FBgn0039728	CG7896
CG4568	FBgn0011596	FBgn0011596	fzo
CG33092	FBgn0053092	FBgn0053092	P5CDh2
CG8946	FBgn0010591	FBgn0010591	Sply
CG12931	FBgn0033422	FBgn0033422	Or45b
CG11041	FBgn0034481	FBgn0034481	CG11041
CG9107	FBgn0031764	FBgn0031764	CG9107
CG13071	FBgn0036585	FBgn0036585	CG13071
CG12617	FBgn0040996	FBgn0040996	CG12617
CG5987	FBgn0039501	FBgn0039501	TTLL6B
CG11450	FBgn0002931	FBgn0002931	net
CG31639	FBgn0051639	FBgn0051639	CG31639
CG31118	FBgn0051118	FBgn0051118	RabX4
CG11178	FBgn0030499	FBgn0030499	CG11178
CG10537	FBgn0004244	FBgn0004244	Rdl
CG16928	FBgn0020270	FBgn0020270	mre11
CG30475	FBgn0261854	FBgn0261854	aPKC
CG3707	FBgn0004655	FBgn0004655	wapl
CG14791	FBgn0025382	FBgn0025382	Rab27
CG18398	FBgn0032728	FBgn0032728	Tango6
CG41026	FBgn0085557	FBgn0085557	CG41026
CG7352	FBgn0037581	FBgn0037581	CG7352
CG17272	FBgn0038830	FBgn0038830	CG17272
CG12054	FBgn0039831	FBgn0039831	CG12054
CG4920	FBgn0000533	FBgn0000533	ea
CG3589	FBgn0035065	FBgn0035065	CG3589
CG16790	FBgn0037713	FBgn0037713	CG16790
CG31804	FBgn0051804	FBgn0051804	CG31804
CG6954	FBgn0266418	FBgn0266418	wake
CG11642	FBgn0040340	FBgn0040340	TRAM
CG4059	FBgn0001078	FBgn0001078	ftz-f1
CG12439	FBgn0032094	FBgn0032094	CG12439
CG10701	FBgn0011661	FBgn0011661	Moe
CG31151	FBgn0051151	FBgn0051151	wge
CG6803	FBgn0038294	FBgn0038294	Mf
CG31989	FBgn0051989	FBgn0051989	Cap-D3
CG16801	FBgn0034012	FBgn0034012	Hr51
CG31759	FBgn0051759	FBgn0051759	CG31759
CG31216	FBgn0051216	FBgn0051216	Naam
CG17684	FBgn0263780	FBgn0263780	CG17684
CG12367	FBgn0033686	FBgn0033686	Hen1
CG11353	FBgn0035557	FBgn0035557	CG11353
CG31063	FBgn0261996	FBgn0261996	CG42814
CG31063	FBgn0261995	FBgn0261995	CG42813
CG6878	FBgn0036488	FBgn0036488	CG6878
CG2647	FBgn0003068	FBgn0003068	per
CG31536	FBgn0265082	FBgn0265082	Cdep
CG6276	FBgn0038316	FBgn0038316	CG6276
CG12995	FBgn0030826	FBgn0030826	CG12995
CG13311	FBgn0035929	FBgn0035929	CG13311
CG14174	FBgn0036036	FBgn0036036	CG14174
CG8540	FBgn0035790	FBgn0035790	Cyp316a1
CG17298	FBgn0038879	FBgn0038879	CG17298
CG4427	FBgn0043364	FBgn0043364	cbt
CG31037	FBgn0000247	FBgn0000247	ca
CG32391	FBgn0052391	FBgn0052391	CG32391
CG15544	FBgn0039804	FBgn0039804	CG15544
CG1074	FBgn0037250	FBgn0037250	CG1074
CG7102	FBgn0031961	FBgn0031961	CG7102
CG1121	FBgn0015576	FBgn0015576	alpha-Est8
CG7595	FBgn0000317	FBgn0000317	ck
CG15570	FBgn0029697	FBgn0029697	CG15570
CG13000	FBgn0030807	FBgn0030807	CG13000
CG34433	FBgn0085462	FBgn0085462	CG34433
CG12004	FBgn0035236	FBgn0035236	CG12004
CG2091	FBgn0037372	FBgn0037372	CG2091
CG7109	FBgn0004177	FBgn0004177	mts
CG33555	FBgn0266756	FBgn0266756	btsz
CG9908	FBgn0000459	FBgn0000459	disco
CG17324	FBgn0027074	FBgn0027074	Ugt36F1
CG32538	FBgn0086778	FBgn0086778	nAChRalpha7
CG9797	FBgn0037621	FBgn0037621	M1BP
CG9433	FBgn0261850	FBgn0261850	Xpd
CG13773	FBgn0042092	FBgn0042092	CG13773
CG10887	FBgn0038773	FBgn0038773	CG10887
CG18550	FBgn0041710	FBgn0041710	yellow-f
CG7383	FBgn0000560	FBgn0000560	eg
CG8230	FBgn0027607	FBgn0027607	CG8230
CG17952	FBgn0034657	FBgn0034657	LBR
CG7875	FBgn0003861	FBgn0003861	trp
CG7335	FBgn0036941	FBgn0036941	CG7335
CG12241	FBgn0038304	FBgn0038304	CG12241
CG18577	FBgn0037870	FBgn0037870	CG18577
CG8323	FBgn0033903	FBgn0033903	CG8323
CG1685	FBgn0015527	FBgn0015527	peng
CG9312	FBgn0038179	FBgn0038179	CG9312
CG10628	FBgn0032818	FBgn0032818	CG10628
CG1670	FBgn0031110	FBgn0031110	Obp19b
CG6220	FBgn0033865	FBgn0033865	CG6220
CG10061	FBgn0011020	FBgn0011020	Sas-4
CG33233	FBgn0053233	FBgn0053233	CG33233
CG6513	FBgn0061515	FBgn0061515	endos
CG12317	FBgn0028425	FBgn0028425	JhI-21
CG40191	FBgn0058191	FBgn0058191	CG40191
CG15198	FBgn0030283	FBgn0030283	CG15198
CG9358	FBgn0035089	FBgn0035089	Phk-3
CG3918	FBgn0029873	FBgn0029873	CG3918
CG18273	FBgn0029525	FBgn0029525	CG18273
CG6017	FBgn0259824	FBgn0259824	Hip14
CG34276	FBgn0085305	FBgn0085305	CG34276
CG8613	FBgn0033924	FBgn0033924	CG8613
CG10913	FBgn0028983	FBgn0028983	Spn55B
CG31362	FBgn0003357	FBgn0003357	Jon99Ciii
CG40451	FBgn0263977	FBgn0263977	Tim17b
CG14030	FBgn0031696	FBgn0031696	Bub1
CG5690	FBgn0035295	FBgn0035295	Cnb
CG11798	FBgn0015371	FBgn0015371	chn
CG11601	FBgn0031244	FBgn0031244	CG11601
CG8629	FBgn0035742	FBgn0035742	Acbp4
CG9727	FBgn0037445	FBgn0037445	CG9727
CG8354	FBgn0002632	FBgn0002632	E(spl)m6-BFM
CG8354	FBgn0082719	FBgn0082719	Dsim\m6
CG13517	FBgn0034766	FBgn0034766	Obp59a
CG13374	FBgn0011822	FBgn0011822	Pgcl
CG6729	FBgn0032296	FBgn0032296	CG6729
CG1341	FBgn0028687	FBgn0028687	Rpt1
CG6206	FBgn0027611	FBgn0027611	LManII
CG4528	FBgn0003449	FBgn0003449	snf
CG12901	FBgn0261686	FBgn0261686	CG42733
CG12901	FBgn0261698	FBgn0261698	SLO2
CG12938	FBgn0033554	FBgn0033554	Lsm10
CG9842	FBgn0011826	FBgn0011826	Pp2B-14D
CG30128	FBgn0046879	FBgn0046879	Obp56c
CG4709	FBgn0032169	FBgn0032169	CG4709
CG32178	FBgn0043025	FBgn0043025	Adgf-A2
CG34304	FBgn0085333	FBgn0085333	CG34304
CG32039	FBgn0052039	FBgn0052039	CG32039
CG40068	FBgn0058068	FBgn0058068	CR40068
CG13005	FBgn0030794	FBgn0030794	CG13005
CG41238	FBgn0267430	FBgn0267430	Pzl
CG7361	FBgn0021906	FBgn0021906	RFeSP
CG7361	FBgn0246654	FBgn0246654	Dpse\GA25273
CG7048	FBgn0038976	FBgn0038976	Pfdn5
CG7744	FBgn0034447	FBgn0034447	CG7744
CG7672	FBgn0004618	FBgn0004618	gl
CG12869	FBgn0033943	FBgn0033943	CG12869
CG31137	FBgn0011725	FBgn0011725	twin
CG5486	FBgn0016756	FBgn0016756	Usp47
CG11589	FBgn0028664	FBgn0028664	VhaM9.7-c
CG15021	FBgn0035544	FBgn0035544	CG15021
CG4844	FBgn0283508	FBgn0283508	nw
CG1378	FBgn0003720	FBgn0003720	tll
CG8089	FBgn0033993	FBgn0033993	CG8089
CG9806	FBgn0030222	FBgn0030222	CG9806
CG10390	FBgn0014342	FBgn0014342	mia
CG41581	FBgn0085707	FBgn0085707	CG41581
CG8647	FBgn0260660	FBgn0260660	Mp
CG6124	FBgn0243514	FBgn0243514	eater
CG30284	FBgn0050284	FBgn0050284	CG30284
CG10177	FBgn0039083	FBgn0039083	CG10177
CG31872	FBgn0051872	FBgn0051872	CG31872
CG4356	FBgn0000037	FBgn0000037	mAChR-A
CG17618	FBgn0266409	FBgn0266409	CG45049
CG9444	FBgn0037730	FBgn0037730	CG9444
CG6232	FBgn0032252	FBgn0032252	loh
CG33874	FBgn0053874	FBgn0053874	His2B:CG33874
CG14329	FBgn0038525	FBgn0038525	CG14329
CG15096	FBgn0034394	FBgn0034394	CG15096
CG12379	FBgn0030676	FBgn0030676	CG12379
CG11780	FBgn0039258	FBgn0039258	beta4GalT7
CG7367	FBgn0031976	FBgn0031976	CG7367
CG5034	FBgn0032223	FBgn0032223	GATAd
CG8246	FBgn0003130	FBgn0003130	Poxn
CG4726	FBgn0031307	FBgn0031307	MFS3
CG14020	FBgn0031707	FBgn0031707	CG14020
CG11263	FBgn0036330	FBgn0036330	CG11263
CG14983	FBgn0035479	FBgn0035479	CG14983
CG33307	FBgn0053307	FBgn0053307	CG33307
CG31733	FBgn0011239	FBgn0011239	ms(2)35Ci
CG33218	FBgn0053218	FBgn0053218	lncRNA:CR33218
CG1512	FBgn0032956	FBgn0032956	Cul2
CG13604	FBgn0039137	FBgn0039137	CG13604
CG12923	FBgn0033461	FBgn0033461	CG12923
CG1244	FBgn0035357	FBgn0035357	MEP-1
CG42365	FBgn0259711	FBgn0259711	CG42365
CG12400	FBgn0031505	FBgn0031505	ND-B14.5B
CG12400	FBgn0071661	FBgn0071661	Dpse\GA11610
CG31829	FBgn0261268	FBgn0261268	Cul3
CG31829	FBgn0261267	FBgn0261267	CG42615
CG5381	FBgn0032218	FBgn0032218	CG5381
CG8038	FBgn0035831	FBgn0035831	CG8038
CG6040	FBgn0038679	FBgn0038679	CG6040
CG2146	FBgn0261397	FBgn0261397	didum
CG8622	FBgn0015584	FBgn0015584	Acp53Ea
CG9525	FBgn0032080	FBgn0032080	CG9525
CG5897	FBgn0036220	FBgn0036220	CG5897
CG10866	FBgn0035475	FBgn0035475	CG10866
CG9426	FBgn0032485	FBgn0032485	CG9426
CG11138	FBgn0030400	FBgn0030400	Pits
CG30101	FBgn0050101	FBgn0050101	Vajk4
CG42328	FBgn0259228	FBgn0259228	C3G
CG6054	FBgn0005355	FBgn0005355	Su(fu)
CG6538	FBgn0010421	FBgn0010421	TfIIFbeta
CG4509	FBgn0261053	FBgn0261053	Cad86C
CG1519	FBgn0023175	FBgn0023175	Prosalpha7
CG9338	FBgn0032899	FBgn0032899	CG9338
CG8337	FBgn0002732	FBgn0002732	E(spl)malpha-BFM
CG8337	FBgn0082723	FBgn0082723	Dsim\malpha
CG10084	FBgn0002044	FBgn0002044	swm
CG18455	FBgn0025360	FBgn0025360	Optix
CG31196	FBgn0020238	FBgn0020238	14-3-3epsilon
CG30427	FBgn0043792	FBgn0043792	CG30427
CG6852	FBgn0036820	FBgn0036820	Grx1
CG31468	FBgn0047351	FBgn0047351	CG31468
CG31468	FBgn0083454	FBgn0083454	Dsim\GD18362
CG12390	FBgn0015582	FBgn0015582	dare
CG31373	FBgn0051373	FBgn0051373	CG31373
CG33626	FBgn0053626	FBgn0053626	CG33626
CG3704	FBgn0040346	FBgn0040346	CG3704
CG13996	FBgn0031763	FBgn0031763	CG13996
CG1014	FBgn0028567	FBgn0028567	robl62A
CG13345	FBgn0086356	FBgn0086356	tum
CG18493	FBgn0038701	FBgn0038701	CG18493
CG9703	FBgn0000152	FBgn0000152	Axs
CG42354	FBgn0259700	FBgn0259700	CG42354
CG32380	FBgn0052380	FBgn0052380	SMSr
CG3711	FBgn0040344	FBgn0040344	Lztr1
CG15819	FBgn0260486	FBgn0260486	Ziz
CG2970	FBgn0034936	FBgn0034936	Stoml2
CG9591	FBgn0038168	FBgn0038168	omd
CG30157	FBgn0050157	FBgn0050157	CG30157
CG6684	FBgn0086472	FBgn0086472	RpS25
CG3455	FBgn0028685	FBgn0028685	Rpt4
CG31551	FBgn0051551	FBgn0051551	CG31551
CG41012	FBgn0085553	FBgn0085553	CG41012
CG12478	FBgn0264001	FBgn0264001	bru3
CG32057	FBgn0052057	FBgn0052057	dpr10
CG33007	FBgn0263998	FBgn0263998	Ack-like
CG18389	FBgn0264490	FBgn0264490	Eip93F
CG40385	FBgn0058385	FBgn0058385	CG40385
CG18063	FBgn0028856	FBgn0028856	CG18063
CG2222	FBgn0030196	FBgn0030196	Psf3
CG34048	FBgn0265002	FBgn0265002	CG44153
CG42293	FBgn0259189	FBgn0259189	Ir7e
CG14262	FBgn0039503	FBgn0039503	CG14262
CG6987	FBgn0283477	FBgn0283477	SF2
CG9265	FBgn0032910	FBgn0032910	CG9265
CG13908	FBgn0264574	FBgn0264574	Glut1
CG13493	FBgn0034667	FBgn0034667	comr
CG5669	FBgn0039169	FBgn0039169	Spps
CG5669	FBgn0085065	FBgn0085065	Dsim\GD18309
CG15876	FBgn0035569	FBgn0035569	CG15876
CG1837	FBgn0030329	FBgn0030329	prtp
CG14168	FBgn0036044	FBgn0036044	Zasp67
CG32017	FBgn0052017	FBgn0052017	CG32017
CG4674	FBgn0037856	FBgn0037856	Leash
CG11693	FBgn0037570	FBgn0037570	CG11693
CG9499	FBgn0031802	FBgn0031802	ppk7
CG17010	FBgn0032424	FBgn0032424	CG17010
CG18023	FBgn0004865	FBgn0004865	Eip78C
CG15597	FBgn0037420	FBgn0037420	CG15597
CG10776	FBgn0024179	FBgn0024179	wit
CG34031	FBgn0054031	FBgn0054031	CG34031
CG6255	FBgn0038708	FBgn0038708	Scsalpha2
CG13316	FBgn0023215	FBgn0023215	Mnt
CG15811	FBgn0004574	FBgn0004574	Rop
CG13610	FBgn0086365	FBgn0086365	Orct2
CG15684	FBgn0261550	FBgn0261550	CG42668
CG15427	FBgn0010473	FBgn0010473	tutl
CG3324	FBgn0000442	FBgn0000442	Pkg21D
CG8995	FBgn0030695	FBgn0030695	PGRP-LE
CG7098	FBgn0030891	FBgn0030891	Ada3
CG9691	FBgn0030160	FBgn0030160	CG9691
CG7943	FBgn0039741	FBgn0039741	CG7943
CG34458	FBgn0085487	FBgn0085487	CG34458
CG10307	FBgn0034655	FBgn0034655	CG10307
CG5883	FBgn0036225	FBgn0036225	CG5883
CG34228	FBgn0085257	FBgn0085257	CG34228
CG31449	FBgn0013277	FBgn0013277	Hsp70Ba
CG33158	FBgn0053158	FBgn0053158	CG33158
CG10467	FBgn0035679	FBgn0035679	CG10467
CG32135	FBgn0263232	FBgn0263232	Nxf3
CG2034	FBgn0015359	FBgn0015359	CG2034
CG2269	FBgn0033484	FBgn0033484	CG2269
CG1667	FBgn0033453	FBgn0033453	Sting
CG6064	FBgn0036746	FBgn0036746	Crtc
CG13018	FBgn0040751	FBgn0040751	CG13018
CG33879	FBgn0053879	FBgn0053879	His4:CG33879
CG8403	FBgn0034070	FBgn0034070	SP2353
CG15309	FBgn0030183	FBgn0030183	CG15309
CG11905	FBgn0036678	FBgn0036678	CG11905
CG11306	FBgn0037108	FBgn0037108	Alg11
CG10241	FBgn0015714	FBgn0015714	Cyp6a17
CG6783	FBgn0037913	FBgn0037913	fabp
CG17036	FBgn0032449	FBgn0032449	CG17036
CG32030	FBgn0266084	FBgn0266084	Fhos
CG14039	FBgn0028572	FBgn0028572	qtc
CG10598	FBgn0003057	FBgn0003057	CG10598
CG8828	FBgn0033740	FBgn0033740	dgt5
CG17336	FBgn0010240	FBgn0010240	Lcch3
CG5559	FBgn0261089	FBgn0261089	Sytalpha
CG6046	FBgn0024491	FBgn0024491	Bin1
CG5121	FBgn0039337	FBgn0039337	MED28
CG16815	FBgn0032491	FBgn0032491	CG16815
CG17912	FBgn0032600	FBgn0032600	BuGZ
CG4836	FBgn0270925	FBgn0270925	CG4836
CG15517	FBgn0039718	FBgn0039718	CG15517
CG18368	FBgn0033864	FBgn0033864	CG18368
CG4576	FBgn0038366	FBgn0038366	CG4576
CG4270	FBgn0031407	FBgn0031407	CG4270
CG16721	FBgn0029820	FBgn0029820	CG16721
CG31792	FBgn0051792	FBgn0051792	CG31792
CG9672	FBgn0030777	FBgn0030777	CG9672
CG42319	FBgn0259219	FBgn0259219	CG42319
CG1380	FBgn0028560	FBgn0028560	sut4
CG3672	FBgn0035985	FBgn0035985	Cpr67B
CG3483	FBgn0035005	FBgn0035005	CG3483
CG15902	FBgn0040250	FBgn0040250	Ugt304A1
CG4382	FBgn0032132	FBgn0032132	CG4382
CG5543	FBgn0034908	FBgn0034908	CG5543
CG2525	FBgn0026417	FBgn0026417	Hus1-like
CG6433	FBgn0003187	FBgn0003187	qua
CG13570	FBgn0015544	FBgn0015544	spag
CG17361	FBgn0036395	FBgn0036395	CG17361
CG32171	FBgn0261565	FBgn0261565	Lmpt
CG32171	FBgn0249940	FBgn0249940	Dpse\GA28580
CG3346	FBgn0025739	FBgn0025739	pon
CG12176	FBgn0030506	FBgn0030506	DNAlig4
CG14701	FBgn0037883	FBgn0037883	CG14701
CG7834	FBgn0039697	FBgn0039697	CG7834
CG7834	FBgn0080612	FBgn0080612	Dpse\GA20618
CG9470	FBgn0002868	FBgn0002868	MtnA
CG3106	FBgn0030148	FBgn0030148	CG3106
CG8873	FBgn0031652	FBgn0031652	jet
CG8100	FBgn0036410	FBgn0036410	CG8100
CG10121	FBgn0035710	FBgn0035710	SP1173
CG2559	FBgn0002562	FBgn0002562	Lsp1alpha
CG8190	FBgn0034029	FBgn0034029	eIF2Bgamma
CG11628	FBgn0086779	FBgn0086779	step
CG11148	FBgn0039936	FBgn0039936	Gyf
CG17086	FBgn0262599	FBgn0262599	SmydA-3
CG7000	FBgn0260004	FBgn0260004	Snmp1
CG11591	FBgn0035491	FBgn0035491	Dpy-30L2
CG5966	FBgn0029831	FBgn0029831	CG5966
CG14132	FBgn0040817	FBgn0040817	CG14132
CG10159	FBgn0015602	FBgn0015602	BEAF-32
CG40505	FBgn0085492	FBgn0085492	CG40505
CG9181	FBgn0267487	FBgn0267487	Ptp61F
CG12398	FBgn0030596	FBgn0030596	CG12398
CG11982	FBgn0037653	FBgn0037653	Iru
CG34011	FBgn0054011	FBgn0054011	CG34011
CG8838	FBgn0031526	FBgn0031526	CG8838
CG1531	FBgn0260970	FBgn0260970	Ubr3
CG13711	FBgn0035572	FBgn0035572	CG13711
CG10695	FBgn0029878	FBgn0029878	Pat1
CG5723	FBgn0004449	FBgn0004449	Ten-m
CG10899	FBgn0039235	FBgn0039235	CAH4
CG6241	FBgn0037792	FBgn0037792	TAF1B
CG12306	FBgn0003124	FBgn0003124	polo
CG15326	FBgn0029965	FBgn0029965	Ir7b
CG5185	FBgn0026320	FBgn0026320	Tom
CG8046	FBgn0033388	FBgn0033388	CG8046
CG7668	FBgn0036929	FBgn0036929	CG7668
CG4052	FBgn0029811	FBgn0029811	Cpr5C
CG11864	FBgn0028944	FBgn0028944	Semp1
CG15526	FBgn0039744	FBgn0039744	CG15526
CG1702	FBgn0031117	FBgn0031117	GstT3
CG42384	FBgn0259730	FBgn0259730	tal-1A
CG4066	FBgn0038011	FBgn0038011	CG4066
CG5876	FBgn0028375	FBgn0028375	heix
CG11033	FBgn0037659	FBgn0037659	Kdm2
CG41138	FBgn0069915	FBgn0069915	CG41138
CG2503	FBgn0010750	FBgn0010750	atms
CG32406	FBgn0052406	FBgn0052406	PVRAP
CG31643	FBgn0051643	FBgn0051643	CG31643
CG41233	FBgn0085563	FBgn0085563	CG41233
CG15760	FBgn0030508	FBgn0030508	CG15760
CG14395	FBgn0038073	FBgn0038073	CG14395
CG11501	FBgn0039666	FBgn0039666	Diedel
CG15892	FBgn0029860	FBgn0029860	CG15891
CG15892	FBgn0029859	FBgn0029859	CG15892
CG3281	FBgn0260741	FBgn0260741	CG3281
CG4184	FBgn0027592	FBgn0027592	MED15
CG4078	FBgn0029798	FBgn0029798	CG4078
CG15479	FBgn0032493	FBgn0032493	Mabi
CG16728	FBgn0033539	FBgn0033539	Git
CG32052	FBgn0044328	FBgn0044328	CG32052
CG6435	FBgn0034165	FBgn0034165	CG6435
CG7722	FBgn0033574	FBgn0033574	Spn47C
CG15311	FBgn0264503	FBgn0264503	CG43902
CG8009	FBgn0036090	FBgn0036090	CG8009
CG32029	FBgn0052029	FBgn0052029	Cpr66D
CG31679	FBgn0051679	FBgn0051679	Tengl3
CG40164	FBgn0058164	FBgn0058164	CG40164
CG9211	FBgn0031872	FBgn0031872	ihog
CG9211	FBgn0084648	FBgn0084648	Dsim\GD22528
CG4211	FBgn0004227	FBgn0004227	nonA
CG13280	FBgn0032609	FBgn0032609	CG13280
CG11328	FBgn0028703	FBgn0028703	Nhe3
CG4572	FBgn0038738	FBgn0038738	CG4572
CG4572	FBgn0064427	FBgn0064427	Dpse\GA18267
CG11310	FBgn0037067	FBgn0037067	Cpr78Ca
CG3322	FBgn0267348	FBgn0267348	LanB2
CG11105	FBgn0265595	FBgn0265595	CG44422
CG31371	FBgn0051371	FBgn0051371	CG31371
CG32570	FBgn0052570	FBgn0052570	TwdlY
CG16766	FBgn0038541	FBgn0038541	TyrRII
CG5397	FBgn0031327	FBgn0031327	CG5397
CG7603	FBgn0036726	FBgn0036726	QIL1
CG13026	FBgn0036656	FBgn0036656	CG13026
CG4700	FBgn0011260	FBgn0011260	Sema2a
CG18124	FBgn0028530	FBgn0028530	mTTF
CG15535	FBgn0039764	FBgn0039764	CG15535
CG4452	FBgn0035981	FBgn0035981	CG4452
CG12009	FBgn0035430	FBgn0035430	CG12009
CG32062	FBgn0052062	FBgn0052062	Rbfox1
CG31848	FBgn0051848	FBgn0051848	CG31848
CG7248	FBgn0036229	FBgn0036229	CG7248
CG11062	FBgn0024913	FBgn0024913	Actbeta
CG17470	FBgn0032869	FBgn0032869	CG17470
CG30413	FBgn0050413	FBgn0050413	CG30413
CG41053	FBgn0069960	FBgn0069960	CG41053
CG7828	FBgn0261112	FBgn0261112	APP-BP1
CG34103	FBgn0250831	FBgn0250831	BG642167
CG31672	FBgn0028952	FBgn0028952	Kebab
CG6742	FBgn0039056	FBgn0039056	CenB1A
CG4040	FBgn0259734	FBgn0259734	Nost
CG13626	FBgn0039212	FBgn0039212	Syx18
CG12127	FBgn0000077	FBgn0000077	amx
CG33525	FBgn0261573	FBgn0261573	CoRest
CG32242	FBgn0261526	FBgn0261526	NT1
CG8846	FBgn0261560	FBgn0261560	Thor
CG14689	FBgn0037826	FBgn0037826	CG14689
CG6638	FBgn0035911	FBgn0035911	CG6638
CG18591	FBgn0261790	FBgn0261790	SmE
CG8721	FBgn0013307	FBgn0013307	Odc1
CG8666	FBgn0032943	FBgn0032943	Tsp39D
CG7214	FBgn0031940	FBgn0031940	CG7214
CG4847	FBgn0034229	FBgn0034229	CG4847
CG4847	FBgn0045613	FBgn0045613	Dsim\GD11280
CG17388	FBgn0284250	FBgn0284250	Oaz
CG3870	FBgn0015372	FBgn0015372	RabX1
CG30109	FBgn0050109	FBgn0050109	CG30109
CG7614	FBgn0024956	FBgn0024956	Mat1
CG34302	FBgn0085331	FBgn0085331	CG34302
CG12844	FBgn0033129	FBgn0033129	Tsp42Eh
CG32318	FBgn0052318	FBgn0052318	CG32318
CG6966	FBgn0038286	FBgn0038286	CG6966
CG3776	FBgn0035088	FBgn0035088	CG3776
CG1193	FBgn0037375	FBgn0037375	kat-60L1
CG7311	FBgn0028848	FBgn0028848	Gpo3
CG10564	FBgn0024150	FBgn0024150	Ac78C
CG6092	FBgn0028833	FBgn0028833	Dak1
CG32333	FBgn0052333	FBgn0052333	CG32333
CG9791	FBgn0037232	FBgn0037232	Suv3
CG4599	FBgn0032586	FBgn0032586	Tpr2
CG15896	FBgn0029858	FBgn0029858	mldr
CG14936	FBgn0032376	FBgn0032376	Tsp33B
CG1989	FBgn0026749	FBgn0026749	Yippee
CG16743	FBgn0032322	FBgn0032322	CG16743
CG1984	FBgn0037463	FBgn0037463	djl
CG11237	FBgn0034452	FBgn0034452	Oseg6
CG5367	FBgn0032228	FBgn0032228	CG5367
CG32278	FBgn0052278	FBgn0052278	CG32278
CG3526	FBgn0040355	FBgn0040355	CG3526
CG10347	FBgn0030342	FBgn0030342	CG10347
CG9138	FBgn0031879	FBgn0031879	uif
CG42382	FBgn0259728	FBgn0259728	CG42382
CG11163	FBgn0025693	FBgn0025693	ZnT41F
